iter	Passed	Remaining
877	5864	814
878	5865	807
879	5866	800
880	5884	794
881	5885	787
882	5887	780
883	5888	772
884	5912	768
885	5913	760
886	5914	753
887	5928	747
888	5929	740
889	5931	733
890	5932	725
891	5941	719
892	5943	712
893	5952	705
894	5961	699
895	5962	692
896	5964	684
897	5971	678
898	5972	671
899	5986	665
900	5987	657
901	5989	650
902	5990	643
903	6003	637
904	6004	630
905	6005	623
906	6018	617
907	6020	609
908	6033	603
909	6034	596
910	6035	589
911	6037	582
912	6038	575
913	6059	570
914	6060	563
915	6062	555
916	6063	548
917	6081	543
918	6104	538
919	6105	530
920	6107	523
921	6108	516
922	6122	510
923	6123	503
924	6136	497
925	6137	490
926	6138	483
927	6140	476
928	6141	469
929	6154	463
930	6167	457
931	6168	450
932	6170	443
933	6171	436
934	6172	429
935	6181	422
936	6182	415
937	6184	408
938	6185	401
939	6186	394
940	6208	389
941	6209	382
942	6210	375
943	6242	370
944	6258	364
945	6259	357
946	6261	350
947	6274	344
948	6276	337
949	6277	330
950	6278	323
951	6279	316
952	6281	309
953	6283	302
954	6315	297
955	6316	290
956	6317	283
957	6354	278
958	6355	271
959	6356	264
960	6401	259
961	6402	252
962	6403	246
963	6432	240
964	6434	233
965	6435	226
966	6445	219
967	6447	213
968	6448	206
969	6450	199
970	6463	193
971	6464	186
972	6466	179
973	6467	172
974	6468	165
975	6470	159
976	6471	152
977	6472	145
978	6485	139
979	6487	132
980	6488	125
981	6510	119
982	6511	112
983	6513	105
984	6514	99
985	6515	92
986	6517	85
987	6546	79
988	6547	72
989	6548	66
990	6566	59
991	6567	52
992	6568	46
993	6577	39
994	6578	33
995	6580	26
996	6581	19
997	6582	13
998	6600	6
999	6601	0
